model_shape_name,simulation_level,backend_variant,timing_scope,weight_source,checkpoint_dir,checkpoint_block_index,device,dtype,batch_size,seq_len,tokens,d_model,d_ff,n_experts,top_k,num_shared_experts,shared_expert_intermediate_size,expert_type,activation,bias_semantics,expert_bias_max_abs,mean_forward_ms,std_forward_ms,memory_preflight_enabled,memory_preflight_estimated_bytes,memory_preflight_base_estimated_bytes,memory_preflight_cuda_free_bytes,memory_preflight_cuda_total_bytes,memory_preflight_allowed_bytes,memory_preflight_fraction,memory_preflight_safety_multiplier,ms_per_input_token,assignments,router_flops,active_expert_flops_per_token,active_expert_tflops_per_second,tokens_per_second,ms_per_assignment,padding_factor,phase_profile,phase_path,phase_profile_warmup,phase_profile_iters,phase_sort_ms,phase_histogram_ms,phase_cumsum_ms,phase_capacity_decision_wall_ms,phase_gather_ms,phase_expert_mlp_ms,phase_scatter_ms,phase_gpu_sum_ms,phase_expert_capacity,tokens_per_expert_min,tokens_per_expert_max,tokens_per_expert_mean,tokens_per_expert_std,expert_imbalance,check_output,correctness_passed,outlier_abs_threshold,max_abs_vs_reference,mean_abs_vs_reference,max_rel_vs_reference,aux_loss_abs_diff,router_expert_set_mismatch_count,router_gate_max_abs,outlier_diagnosis,label
nano_moe_jax,exact_adapter,megablocks_dmoe,megablocks_core,nano_jax_init,,,cuda,bfloat16,1,128,128,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.4892904043197632,0.0001767873764038086,True,1994803,1477632,9893314560,10351935488,8903983104,0.9,1.35,0.00382258128374815,256,131072,524288,0.1371554876358105,261603.3318248949,0.001911290641874075,1.0,,,,,,,,,,,,,,58,69,64.0,3.9370038509368896,1.078125,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok128_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_moe,megablocks_core,nano_jax_init,,,cuda,bfloat16,1,128,128,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.3979280114173889,0.005424010753631581,True,1994803,1477632,9893314560,10351935488,8903983104,0.9,1.35,0.003108812589198351,256,131072,524288,0.16864574012008704,321666.2218477002,0.0015544062945991755,1.078125,,,,,,,,,,,,,,58,69,64.0,3.9370038509368896,1.078125,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok128_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,reference_dense_ffn,adapter_boundary,nano_jax_init,,,cuda,bfloat16,1,128,128,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.0,0.3287807941436768,0.0002815961837768499,True,2525644,1870848,9893314560,10351935488,8903983104,0.9,1.35,0.002568599954247475,256,131072,524288,0.20411430714737402,389317.14467501454,0.0012842999771237374,2.0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok128_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_dmoe,megablocks_core,nano_jax_init,,,cuda,bfloat16,2,128,256,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.4581632137298584,0.004326391220092762,True,2572646,1905664,9893314560,10351935488,8903983104,0.9,1.35,0.0017897000536322594,512,262144,524288,0.2929474125767271,558752.8468641797,0.0008948500268161297,1.0,,,,,,,,,,,,,,119,137,128.0,6.4031243324279785,1.0703125,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok256_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_moe,megablocks_core,nano_jax_init,,,cuda,bfloat16,2,128,256,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.38359279632568355,0.0029160022735595648,True,2572646,1905664,9893314560,10351935488,8903983104,0.9,1.35,0.0014984093606472014,512,262144,524288,0.34989637262646744,667374.3679551458,0.0007492046803236007,1.0703125,,,,,,,,,,,,,,119,137,128.0,6.4031243324279785,1.0703125,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok256_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,reference_dense_ffn,adapter_boundary,nano_jax_init,,,cuda,bfloat16,2,128,256,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.0,0.32872480154037476,0.0013104081153869629,True,3634329,2692096,9893314560,10351935488,8903983104,0.9,1.35,0.0012840812560170889,512,262144,524288,0.40829814900204614,778766.9162789271,0.0006420406280085444,2.0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok256_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_dmoe,megablocks_core,nano_jax_init,,,cuda,bfloat16,4,128,512,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.48470799922943114,0.0033255815505981445,True,3728332,2761728,9893314560,10351935488,8903983104,0.9,1.35,0.0009466953109949827,1024,524288,524288,0.5538085949205452,1056306.0663615137,0.00047334765549749135,1.0,,,,,,,,,,,,,,238,268,256.0,12.389512062072754,1.046875,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok512_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_moe,megablocks_core,nano_jax_init,,,cuda,bfloat16,4,128,512,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.38592000007629396,0.0027391910552978516,True,3728332,2761728,9893314560,10351935488,8903983104,0.9,1.35,0.0007537500001490116,1024,524288,524288,0.6955728025158893,1326699.8339002405,0.0003768750000745058,1.046875,,,,,,,,,,,,,,238,268,256.0,12.389512062072754,1.046875,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok512_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,reference_dense_ffn,adapter_boundary,nano_jax_init,,,cuda,bfloat16,4,128,512,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.0,0.33151999711990354,0.0004608035087585449,True,5851699,4334592,9893314560,10351935488,8903983104,0.9,1.35,0.0006474999943748116,1024,524288,524288,0.8097112039456033,1544401.5578186098,0.0003237499971874058,2.0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok512_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_dmoe,megablocks_core,nano_jax_init,,,cuda,bfloat16,8,128,1024,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.4807424068450928,0.003609609603881847,True,6039705,4473856,9893314560,10351935488,8903983104,0.9,1.35,0.0004694750066846609,2048,1048576,524288,1.116753804856232,2130038.8428806914,0.00023473750334233046,1.0,,,,,,,,,,,,,,487,527,512.0,15.79556941986084,1.029296875,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok1024_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_moe,megablocks_core,nano_jax_init,,,cuda,bfloat16,8,128,1024,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.42301440238952637,0.016691207885742188,True,6039705,4473856,9893314560,10351935488,8903983104,0.9,1.35,0.00041310000233352184,2048,1048576,524288,1.269155161070924,2420721.3612955553,0.00020655000116676092,1.029296875,,,,,,,,,,,,,,487,527,512.0,15.79556941986084,1.029296875,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok1024_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,reference_dense_ffn,adapter_boundary,nano_jax_init,,,cuda,bfloat16,8,128,1024,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.0,0.3267072081565857,0.0019456028938293624,True,10286438,7619584,9893314560,10351935488,8903983104,0.9,1.35,0.00031905000796541574,2048,1048576,524288,1.6432784419702369,3134304.8896221863,0.00015952500398270787,2.0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok1024_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_dmoe,megablocks_core,nano_jax_init,,,cuda,bfloat16,16,128,2048,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.4743936061859131,0.004019212722778331,True,10662451,7898112,9893314560,10351935488,8903983104,0.9,1.35,0.00023163750302046537,4096,2097152,524288,2.263398599809974,4317090.224857281,0.00011581875151023269,1.0,,,,,,,,,,,,,,1000,1072,1024.0,28.17800521850586,1.046875,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok2048_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_moe,megablocks_core,nano_jax_init,,,cuda,bfloat16,16,128,2048,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.39845999479293825,0.00528880357742309,True,10662451,7898112,9893314560,10351935488,8903983104,0.9,1.35,0.00019456054433248938,4096,2097152,524288,2.694729302895201,5139788.251676943,9.728027216624469e-05,1.046875,,,,,,,,,,,,,,1000,1072,1024.0,28.17800521850586,1.046875,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok2048_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,reference_dense_ffn,adapter_boundary,nano_jax_init,,,cuda,bfloat16,16,128,2048,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.0,0.3159600019454956,0.0012239933013916127,True,19155916,14189568,9893314560,10351935488,8903983104,0.9,1.35,0.00015427734469994903,4096,2097152,524288,3.398347314180688,6481833.103524567,7.713867234997452e-05,2.0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok2048_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_dmoe,megablocks_core,nano_jax_init,,,cuda,bfloat16,32,128,4096,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.495255994796753,0.0033296108245849665,True,19907942,14746624,9893314560,10351935488,8903983104,0.9,1.35,0.00012091210810467602,8192,4194304,524288,4.336108337025382,8270470.308352246,6.045605405233801e-05,1.0,,,,,,,,,,,,,,2015,2083,2048.0,26.5894718170166,1.01708984375,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok4096_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_moe,megablocks_core,nano_jax_init,,,cuda,bfloat16,32,128,4096,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.41804800033569334,0.0013311862945556696,True,19907942,14746624,9893314560,10351935488,8903983104,0.9,1.35,0.00010206250008195638,8192,4194304,524288,5.136930798079566,9797917.934569485,5.103125004097819e-05,1.01708984375,,,,,,,,,,,,,,2015,2083,2048.0,26.5894718170166,1.01708984375,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok4096_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,reference_dense_ffn,adapter_boundary,nano_jax_init,,,cuda,bfloat16,32,128,4096,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.0,0.3528704047203064,5.120038986206055e-05,True,36894873,27329536,9893314560,10351935488,8903983104,0.9,1.35,8.615000115241855e-05,8192,4194304,524288,6.085757318475454,11607660.901022824,4.307500057620928e-05,2.0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok4096_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_dmoe,megablocks_core,nano_jax_init,,,cuda,bfloat16,64,128,8192,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.4981567859649658,0.004998397827148421,True,38398924,28443648,9893314560,10351935488,8903983104,0.9,1.35,6.081015453673899e-05,16384,8388608,524288,8.621717935007824,16444621.915832186,3.0405077268369496e-05,1.0,,,,,,,,,,,,,,4007,4156,4096.0,56.022315979003906,1.0146484375,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok8192_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_moe,megablocks_core,nano_jax_init,,,cuda,bfloat16,64,128,8192,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.42385919094085694,0.0030976057052612416,True,38398924,28443648,9893314560,10351935488,8903983104,0.9,1.35,5.1740623894147576e-05,16384,8388608,524288,10.13300498796851,19327173.21008398,2.5870311947073788e-05,1.0146484375,,,,,,,,,,,,,,4007,4156,4096.0,56.022315979003906,1.0146484375,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok8192_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,reference_dense_ffn,adapter_boundary,nano_jax_init,,,cuda,bfloat16,64,128,8192,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.0,0.6134775876998901,5.1999092102072986e-05,True,72372787,53609472,9893314560,10351935488,8903983104,0.9,1.35,7.488740084227175e-05,16384,8388608,524288,7.001017448906503,13353381.059468275,3.744370042113587e-05,2.0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok8192_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_dmoe,megablocks_core,nano_jax_init,,,cuda,bfloat16,128,128,16384,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.5685375928878784,0.000844788551330522,True,75380889,55837696,9893314560,10351935488,8903983104,0.9,1.35,3.470078081591055e-05,32768,16777216,524288,15.10882428788491,28817795.348901577,1.7350390407955274e-05,1.0,,,,,,,,,,,,,,8147,8221,8192.0,30.479501724243164,1.0035400390625,False,,,,,,,,,,nano_moe_jax_megablocks_dmoe_cuda_tok16384_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,megablocks_moe,megablocks_core,nano_jax_init,,,cuda,bfloat16,128,128,16384,128,512,4,2,0,0,ffn,gelu_tanh,matched_expert_biases,0.0,0.600110387802124,0.018683195114135742,True,75380889,55837696,9893314560,10351935488,8903983104,0.9,1.35,3.662783128675073e-05,32768,16777216,524288,14.313924182282914,27301643.7192591,1.8313915643375366e-05,1.0035400390625,,,,,,,,,,,,,,8147,8221,8192.0,30.479501724243164,1.0035400390625,False,,,,,,,,,,nano_moe_jax_megablocks_moe_cuda_tok16384_t128_bfloat16_nano_jax_init
nano_moe_jax,exact_adapter,reference_dense_ffn,adapter_boundary,nano_jax_init,,,cuda,bfloat16,128,128,16384,128,512,4,2,0,0,ffn,gelu_tanh,nano_expert_biases,0.0,1.1197919845581055,0.00015678405761709868,True,143328614,106169344,9893314560,10351935488,8903983104,0.9,1.35,6.834667874500155e-05,32768,16777216,524288,7.671009178896541,14631288.869660456,3.417333937250078e-05,2.0,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,nano_moe_jax_reference_cuda_tok16384_t128_bfloat16_nano_jax_init
